customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
4929-XIHVW,1,1,0,0,-1.2367242199587352,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1.0216165451832002,-0.927946763298101,No,False,False,True,False,False
6827-IEAUQ,0,0,0,1,-0.21871512695797646,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,No,0.046141706085686136,-0.18052071642334425,No,True,False,False,False,True
7310-EGVHZ,1,0,1,0,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.481049737066981,-0.999232169292861,No,False,False,False,False,False
3413-BMNZE,1,1,1,0,-1.2774445836787656,Yes,No,DSL,No,No,No,No,No,No,No,-0.6484894399837535,-0.9881717826705708,No,False,False,False,False,False
6234-RAAPL,0,0,0,1,1.6137012404433893,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,No,1.1678546811978192,2.193709381968247,No,False,True,False,False,False
6047-YHPVI,1,0,1,0,-1.1145631287986442,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,0.16412929309748078,-0.8682295061857364,Yes,False,False,False,True,False
6572-ADKRS,0,0,1,0,0.5549717837226001,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,0.33363258711442517,0.5585382914696801,No,False,False,True,False,False
5380-WJKOV,1,0,1,0,0.06632741908223598,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1.3822264942192488,0.5589577472497669,Yes,False,False,False,True,False
8168-UQWWF,0,0,1,0,-0.8702409464784621,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1.099721004191008,-0.5200812087136513,Yes,False,False,False,False,False
8865-TNMNX,1,0,0,1,-0.9109613101984924,Yes,No,DSL,No,Yes,No,No,No,No,No,-0.5055748979694671,-0.7981141610512188,No,True,False,False,False,True
9489-DEDVP,0,0,0,1,1.5322605130033284,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Yes,0.14751132309581955,1.1431492658107256,No,False,True,True,False,False
9867-JCZSP,0,0,0,1,-0.62591876415828,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.462769970065154,-0.8234801974364709,No,True,False,False,False,True
4671-VJLCL,0,0,1,0,1.247217966963116,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,0.5014740841312035,1.1383365626497288,No,False,True,True,False,False
4080-IIARD,0,0,0,0,-0.7888002190384014,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,0.3801629031190768,-0.5748091497049829,No,False,False,False,True,False
3714-NTNFO,0,0,1,0,0.6771328748826912,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,0.6560212051466532,0.7167835036624451,No,False,False,False,True,False
5948-UJZLF,1,0,1,0,-1.2367242199587352,Yes,No,DSL,No,Yes,No,No,No,No,No,-0.5155456799704636,-0.9653224809658398,No,False,False,False,False,True
7760-OYPDY,0,0,1,0,-1.2367242199587352,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,0.5280628361338618,-0.9445042283015292,Yes,False,False,False,True,False
7639-LIAYI,1,0,1,0,0.7992939660427822,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,0.4981504901308714,0.8541442333308862,No,False,True,True,False,False
2954-PIBKO,0,0,0,1,1.4915401492832983,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Yes,-0.020330173920958795,0.8701718594542048,No,False,True,True,False,False
8012-SOUDQ,0,1,1,0,0.43281069256250915,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,0.8471278601657574,0.6867813770762332,No,False,False,False,True,False
9420-LOJKX,0,0,1,0,-0.7073594915983407,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,1.141265929195161,-0.37834930828430524,Yes,False,False,True,False,False
6575-SUVOI,0,1,0,0,-0.30015585439803716,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Yes,0.1574821050968162,-0.23429936275447927,No,False,False,True,False,False
7495-OOKFY,0,1,0,0,-0.9924020376385531,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,0.5280628361338618,-0.728528654796811,Yes,False,False,True,False,False
4667-QONEA,0,1,0,1,1.125056875803025,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,0.33529438411459117,0.9594717873726947,No,True,False,True,False,False
1658-BYGOY,1,1,1,0,-0.5851984004382496,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,1.0199547481830342,-0.23434351599448847,Yes,False,False,False,True,False
8769-KKTPH,0,0,0,1,1.247217966963116,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,1.1595456961969886,1.7784481596822659,No,True,False,True,False,False
5067-XJQFU,1,1,0,1,1.369379058123207,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,1.4520219682262263,2.1162866756122165,No,True,False,False,True,False
3957-SQXML,0,0,0,1,0.06632741908223598,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.3231790220511994,-0.6132886983729502,No,False,True,True,False,False
5954-BDFSG,0,0,1,0,1.6137012404433893,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,1.42044782522307,2.4595118868232824,No,False,True,True,False,False
0434-CSFON,0,0,0,0,0.5956921474426305,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1.1877962451998125,1.0701860366956184,No,False,False,False,True,False
1215-FIGMP,1,0,1,0,1.125056875803025,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,0.8354952811645946,1.3985095294035985,No,False,False,False,False,False
0526-SXDJP,1,0,0,0,1.6137012404433893,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,No,-0.7531826509942192,0.2996678452960802,No,False,True,False,False,False
0557-ASKVU,0,0,0,1,-0.5851984004382496,Yes,No,DSL,No,No,Yes,Yes,No,No,Yes,-0.34438058895335305,-0.5855604636472089,No,True,False,True,False,False
5698-BQJOH,0,0,1,0,-0.9516816739185228,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,0.9850570111795457,-0.6296474737963372,Yes,False,False,False,True,False
5122-CYFXA,0,0,1,0,-1.1960038562387048,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Yes,0.3502505571160864,-0.9003730649123919,No,False,False,False,True,False
8627-ZYGSZ,1,0,0,0,0.5956921474426305,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,0.46989994112804756,0.6035966728990095,No,True,False,False,True,False
3410-YOQBQ,0,0,1,0,-0.055833672077855064,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No,0.47987072312904416,0.09444358573358781,No,False,True,False,False,True
3170-NMYVV,0,0,0,1,0.7178532386027215,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.4827115340671475,-0.5971286125296041,No,False,True,False,False,False
7410-OIEDU,1,0,1,0,-0.9109613101984924,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Yes,0.5014740841312035,-0.6163573485535856,No,False,False,False,False,True
2273-QCKXA,1,0,1,0,-1.2774445836787656,Yes,No,DSL,No,No,No,Yes,No,No,No,-0.5221928679711283,-0.9864939595502233,No,False,False,False,False,True
0731-EBJQB,0,0,0,1,0.7992939660427822,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.4744025490663168,-0.5265938116149996,No,True,False,False,True,False
1891-QRQSA,1,1,0,1,1.2879383306831464,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,1.5567151792366918,2.126287384474287,No,False,True,False,False,False
8028-PNXHQ,1,0,0,1,1.2064976032430856,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.3464441800535252,-0.37914406660446986,No,False,True,False,False,False
5630-AHZIL,0,0,1,1,-1.1960038562387048,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Yes,-0.00869759491979612,-0.9298232759984896,No,False,False,False,False,False
2673-CXQEU,0,1,1,0,0.9621754209229036,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,1.5201556452330371,1.702637046586569,No,True,False,False,True,False
6416-JNVRK,0,0,1,0,0.5549717837226001,Yes,No,DSL,No,No,No,No,No,Yes,No,-0.3028356639492,0.1790632702111086,No,True,False,True,False,False
5590-ZSKRV,0,0,0,1,-0.9924020376385531,Yes,No,DSL,Yes,Yes,No,No,No,No,No,-0.33607160395252245,-0.79522212383062,No,False,False,False,False,True
0191-ZHSKZ,1,1,1,0,-0.0965540357978854,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,0.3319707901142591,-0.07594376746169122,No,False,False,False,True,False
3887-PBQAO,0,0,0,1,0.5142514200025698,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.2916048790480432,-0.47098280582348534,No,True,False,True,False,False
5919-TMRGD,0,0,1,1,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,0.48485611412954227,-0.9731155278274534,Yes,False,False,False,True,False
8108-UXRQN,0,0,0,1,-0.8702409464784621,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,No,-0.47233895796614456,-0.758530781383023,No,False,False,False,True,False
9191-MYQKX,0,0,0,0,-1.0331224013585834,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,0.34526516611558833,-0.7887536741692807,Yes,False,False,False,False,False
9919-YLNNG,0,0,1,0,0.3920903288424788,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,1.2974748472107767,0.9025803376209149,No,False,False,False,False,False
0318-ZOPWS,0,0,0,0,0.6771328748826912,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.4827115340671475,-0.5783855621457233,No,False,True,False,False,False
4445-ZJNMU,1,0,1,0,-0.9516816739185228,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,1.1479131171958254,-0.602493231190715,No,False,False,True,False,False
4808-YNLEU,0,0,0,0,0.10704778280226633,Yes,No,DSL,Yes,No,No,No,Yes,No,Yes,-0.08680205392760396,-0.02995816799216993,No,True,False,False,False,False
1862-QRWPE,0,0,0,1,0.6364125111626608,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.4660935640654862,-0.541451376878076,No,False,True,False,False,False
2796-NNUFI,0,0,0,1,0.5549717837226001,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.4893587220678117,-0.5988064356499516,No,False,True,False,False,True
3016-KSVCP,1,0,0,0,-0.13727439951791576,No,No phone service,DSL,No,No,No,No,Yes,No,No,-1.0307027500219619,-0.5625345489824414,No,False,False,False,False,True
4767-HZZHQ,1,0,0,1,-0.0965540357978854,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,No,0.574593152138513,0.12667545094026153,No,False,False,False,False,False
2424-WVHPL,1,1,1,0,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,Yes,No,No,No,0.3303089931140931,-0.9751686534878785,No,False,False,False,True,False
7233-PAHHL,1,0,0,1,1.369379058123207,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,0.6394032351449919,1.5148753934476924,No,False,True,False,False,True
6067-NGCEU,0,0,1,0,1.3286586944031769,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,1.5384354122348645,2.1298196436750185,No,False,False,True,False,False
9848-JQJTX,1,0,1,0,1.6137012404433893,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1.2010906212011416,2.285261125127203,No,False,True,False,False,False
8637-XJIVR,0,0,1,0,-0.8295205827584317,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,0.47156173812821356,-0.5986960525499287,Yes,False,False,False,True,False
9803-FTJCG,1,0,0,1,1.5729808767233588,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,0.06940686408801149,1.0885537845394213,No,True,False,True,False,False
0278-YXOOG,1,0,1,0,-1.1145631287986442,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.4527991880641573,-0.9578826600242993,Yes,False,False,False,False,True
3212-KXOCR,1,0,1,0,0.7992939660427822,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.4544609850643233,-0.5192864503934866,No,False,True,False,False,False
4598-XLKNJ,0,1,0,0,-0.30015585439803716,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1.1213243651931677,0.10208209625516948,Yes,False,False,False,True,False
6380-ARCEH,1,0,1,0,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.481049737066981,-0.999232169292861,No,False,False,False,False,True
3679-XASPY,0,0,0,1,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.505976692069473,-0.9995633185929296,No,False,False,False,True,False
7123-WQUHX,1,0,1,0,0.22920887396235737,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,No,1.0049985751815391,0.5838380979949185,No,True,False,False,False,False
5386-THSLQ,0,1,0,0,1.369379058123207,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,No,-0.6385186579827569,0.32847783440204537,No,True,False,False,False,False
3192-NQECA,1,0,0,0,1.4508197855632678,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,1.503537675231376,2.3527272758611724,Yes,False,True,False,False,False
6180-YBIQI,1,0,1,0,-1.1145631287986442,No,No phone service,DSL,No,No,No,No,No,No,No,-1.3447823830533592,-0.9639095772855473,No,False,False,False,False,True
6728-DKUCO,0,0,0,1,1.6137012404433893,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,1.3091074262119398,2.2163820707129416,No,True,False,False,True,False
9750-BOOHV,0,0,1,0,-0.015113308357824713,No,No phone service,DSL,Yes,No,No,No,No,No,No,-1.150352134033923,-0.5985635928299012,No,True,False,False,False,True
8597-CWYHH,1,0,1,0,0.43281069256250915,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,0.9833952141793793,0.72322987670378,No,True,False,False,False,True
2848-YXSMW,1,0,0,1,1.6137012404433893,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.5076384890696393,-0.4062320793500785,No,False,True,True,False,False
0486-HECZI,1,0,0,0,0.9214550572028734,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,1.0631614701873533,1.3049929670642355,Yes,False,False,False,True,False
4549-ZDQYY,0,0,1,0,0.7992939660427822,Yes,No,DSL,Yes,No,Yes,Yes,No,No,No,-0.22639300194155818,0.3351008204034167,No,True,False,True,False,False
5712-AHQNN,0,0,1,0,0.43281069256250915,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,0.893658176170409,0.7377121394267785,No,False,False,False,True,False
4846-WHAFZ,0,1,0,0,0.18848851024232702,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,0.39013368512007346,0.2582300295475004,Yes,False,False,False,True,False
5256-SKJGO,0,0,0,1,1.2879383306831464,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Yes,-0.33773340095268845,0.5034350479382708,No,False,True,False,True,False
3071-VBYPO,1,0,0,1,-1.1960038562387048,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,No,0.8338334841644282,-0.8984744755919987,No,False,False,False,True,False
9560-BBZXK,0,0,1,0,0.14776814652229667,No,No phone service,DSL,Yes,No,No,No,No,No,No,-1.1204397880309327,-0.510831104931736,No,False,True,False,False,False
5299-RULOA,0,0,0,1,-0.9109613101984924,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,1.1794872601989819,-0.5380736540173766,Yes,False,False,False,True,False
8402-OOOHJ,0,0,1,0,0.35136996512244845,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.4660935640654862,-0.6394053398383577,No,False,True,False,False,True
9445-ZUEQE,1,0,0,1,-0.21871512695797646,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Yes,0.6792863631489789,-0.058150011738007094,No,False,False,True,False,False
1091-SOZGA,0,0,0,1,0.9621754209229036,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1.1645310871974868,1.427098752309518,No,True,False,True,False,False
2928-HLDBA,0,0,1,0,-1.0738427650786138,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.46443176706532,-0.9583683456643999,No,False,False,False,False,True
0404-SWRVG,1,0,1,0,-1.1960038562387048,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,0.32033821111309646,-0.9067973613337219,Yes,False,False,False,True,False
6497-TILVL,0,0,0,1,-1.0331224013585834,Yes,No,DSL,Yes,No,No,No,No,No,No,-0.467353566965646,-0.8534602474026785,No,False,False,False,False,True
7219-TLZHO,0,0,0,1,-1.1552834925186746,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.4594463760648215,-0.9803787358089572,No,False,False,False,False,True
4622-YNKIJ,1,0,1,0,0.025607055362205634,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Yes,0.8039211381614382,0.328654447362082,No,False,True,False,True,False
4412-YLTKF,0,1,1,0,-0.21871512695797646,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,0.44164939212522314,-0.06525868337947893,Yes,False,False,False,True,False
6734-PSBAW,1,0,0,0,1.6137012404433893,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.3697093380558512,-0.24697134263710305,No,False,True,False,False,False
3930-ZGWVE,1,0,1,0,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.4960059100684764,-0.9994308588729021,No,False,False,False,False,True
2639-UGMAZ,1,1,1,0,1.5729808767233588,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Yes,-0.2762469119465419,0.7515100269296354,No,True,False,False,True,False
2876-GZYZC,0,0,1,0,-0.7888002190384014,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,0.7042133181514708,-0.4714022616035721,No,False,False,False,True,False
6207-WIOLX,0,0,0,1,-0.30015585439803716,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,-0.2047896409393986,-0.3446824627773344,Yes,False,False,True,False,False
8587-XYZSF,1,0,1,0,1.4100994218432374,Yes,No,DSL,No,No,No,Yes,No,No,No,-0.47233895796614456,0.43128865376333264,No,False,True,False,False,False
3091-FYHKI,1,0,1,0,-1.2774445836787656,No,No phone service,DSL,No,No,No,No,No,Yes,Yes,-0.9742016520163136,-0.9924988001914667,Yes,False,False,False,True,False
2372-HWUHI,1,0,1,0,-1.2367242199587352,Yes,No,DSL,No,No,No,No,No,No,No,-0.6784017859867437,-0.9722766162672797,Yes,False,False,False,True,False
7799-LGRDP,0,0,1,0,0.43281069256250915,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.2982520670487077,-0.48352232598608164,No,False,True,True,False,False
7850-VWJUU,0,0,1,0,-0.38159658183809786,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,0.3402797751150897,-0.22288575021211607,No,False,False,False,False,False
3774-VBNXY,0,0,0,1,1.2879383306831464,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.481049737066981,-0.44398309955789494,No,False,True,False,False,True
6217-KDYWC,1,0,1,1,1.002895784642934,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.5009913010689746,-0.4913153728476952,No,False,True,False,False,True
0390-DCFDQ,0,1,0,0,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,0.18905624809997262,-0.9770451661882671,Yes,False,False,False,False,True
3146-MSEGF,0,1,0,1,1.6137012404433893,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.7740087921584478,1.828981542872729,No,False,True,True,False,False
4080-OGPJL,0,0,1,0,-0.9924020376385531,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,No,0.21232140610229844,-0.7592813864631783,Yes,False,False,False,True,False
1095-WGNGG,0,0,0,0,1.1657772395230555,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,1.2060760122016398,1.6283492202711876,No,False,True,False,False,False
2636-SJDOU,1,0,1,0,1.2879383306831464,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Yes,0.6493740171459885,1.3271358169288205,No,True,False,True,False,False
1131-QQZEB,1,1,0,0,1.5729808767233588,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.3564149620545218,-0.23273192273415474,No,False,True,False,False,False
5716-EZXZN,0,0,0,1,1.3286586944031769,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,1.1396041321949948,1.8250298278919108,No,False,True,True,False,False
6837-BJYDQ,1,0,1,0,-1.1960038562387048,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.5009913010689746,-0.9810631110290989,No,True,False,False,False,True
